id,index,district_x,name_x,address,phone,original_name_x,Match,rowid,school,district_y,street,original_name_y,simple_name,district,participating,duped,score
1301,1301,LAUSD,,2401 Wilshire Blvd,213-487-9172,White Elementary Visual Arts Magnet,[],0,White Elementary Visual Arts Magnet (LAUSD),,,,,LAUSD,True,False,
1302,1302,LAUSD,1410-white-point-elementary,1410 Silvius Ave,310-833-5232,White Point Elementary,"[('1410 white point elementary', 100.0, '1410-white-point-elementary')]",2129,White Point Elementary(LAUSD),Los Angeles Unified,1410 Silvius Ave.,White Point Elementary(LAUSD),1410-white-point-elementary,,True,False, 100.0
1303,1303,LAUSD,7795-whitman-continuation,7795 Rosewood Ave,323-651-0645,Whitman Continuation High,"[('7795 whitman continuation', 95.0, '7795-whitman-continuation')]",2130,Whitman Continuation(LAUSD),Los Angeles Unified,7795 Rosewood Ave.,Whitman Continuation(LAUSD),7795-whitman-continuation,,True,True, 95.0
1304,1304,LAUSD,7795-whitman-continuation,7795 Rosewood Ave,323-651-0645,Whitman Continuation High,"[('7795 whitman continuation', 95.0, '7795-whitman-continuation')]",2130,Whitman Continuation(LAUSD),Los Angeles Unified,7795 Rosewood Ave.,Whitman Continuation(LAUSD),7795-whitman-continuation,,True,True, 95.0
1305,1305,LAUSD,3051-whitney-young-continuation,3051 W 52nd St,323-296-3258,Whitney Young Continuation High,"[('3051 whitney young continuation', 95.0, '3051-whitney-young-continuation')]",2131,Whitney Young Continuation(LAUSD),Los Angeles Unified,3051 West 52nd St.,Whitney Young Continuation(LAUSD),3051-whitney-young-continuation,,True,False, 95.0
1306,1306,LAUSD,5213-wilbur-charter-for-enriched-academics,5213 Crebs Ave,818-345-1090,Wilbur Charter for Enriched Academics,"[('5213 wilbur charter for enriched academics', 100.0, '5213-wilbur-charter-for-enriched-academics')]",2132,Wilbur Charter For Enriched Academics(LAUSD),Los Angeles Unified,5213 Crebs Ave.,Wilbur Charter For Enriched Academics(LAUSD),5213-wilbur-charter-for-enriched-academics,,True,False, 100.0
1307,1307,LAUSD,14711-will-rogers-continuation,14711 Gilmore St,818-778-6895,Will Rogers Continuation High,"[('14711 will rogers continuation', 95.0, '14711-will-rogers-continuation')]",2134,Will Rogers Continuation(LAUSD),Los Angeles Unified,14711 Gilmore St.,Will Rogers Continuation(LAUSD),14711-will-rogers-continuation,,True,False, 95.0
1308,1308,LAUSD,5461-william-howard-taft-charter-high-school,5461 Winnetka Ave,818-227-3600,William Howard Taft Charter High School,"[('5461 william howard taft charter high school', 100.0, '5461-william-howard-taft-charter-high-school')]",1876,William Howard Taft Charter High School(LAUSD),Los Angeles Unified,5461 Winnetka Ave.,William Howard Taft Charter High School(LAUSD),5461-william-howard-taft-charter-high-school,,True,False, 100.0
1309,1309,LAUSD,5461-william-howard-taft-charter-high-school,5461 Winnetka Ave,818-227-3600,William Howard Taft Charter High School Gifted STEAM Magnet,"[('5461 william howard taft charter high school', 95.0, '5461-william-howard-taft-charter-high-school')]",1876,William Howard Taft Charter High School(LAUSD),Los Angeles Unified,5461 Winnetka Ave.,William Howard Taft Charter High School(LAUSD),5461-william-howard-taft-charter-high-school,,True,False, 95.0
1310,1310,LAUSD,2210-william-j-johnston-community-day,2210 Taper Ave,310-832-0376,William J Johnston Community Day School,"[('2210 william j johnston community day', 95.0, '2210-william-j-johnston-community-day')]",1432,William J. Johnston Community Day(LAUSD),Los Angeles Unified,2210 Taper Ave.,William J. Johnston Community Day(LAUSD),2210-william-j-johnston-community-day,,True,False, 95.0
1311,1311,LAUSD,3500-william-jefferson-clinton-middle,3500 S Hill St,323-235-7200,William Jefferson Clinton Middle School,"[('3500 william jefferson clinton middle', 95.0, '3500-william-jefferson-clinton-middle')]",1433,William Jefferson Clinton Middle(LAUSD),Los Angeles Unified,3500 South Hill St.,William Jefferson Clinton Middle(LAUSD),3500-william-jefferson-clinton-middle,,True,False, 95.0
1312,1312,LAUSD,17120-william-mulholland-middle,17120 Vanowen St,818-609-2500,William Mulholland Middle School,"[('17120 william mulholland middle', 95.0, '17120-william-mulholland-middle')]",1434,William Mulholland Middle(LAUSD),Los Angeles Unified,17120 Vanowen St.,William Mulholland Middle(LAUSD),17120-william-mulholland-middle,,True,False, 95.0
1313,1313,LAUSD,17120-william-mulholland-middle,17120 Vanowen St,818-609-2500,William Mulholland Middle School Police Academy Magnet,"[('17120 william mulholland middle', 90.0, '17120-william-mulholland-middle')]",1434,William Mulholland Middle(LAUSD),Los Angeles Unified,17120 Vanowen St.,William Mulholland Middle(LAUSD),17120-william-mulholland-middle,,True,False, 90.0
1314,1314,LAUSD,17120-william-mulholland-middle,17120 Vanowen St,818-609-2500,William Mulholland Middle School Robotics Magnet,"[('17120 william mulholland middle', 90.0, '17120-william-mulholland-middle')]",1434,William Mulholland Middle(LAUSD),Los Angeles Unified,17120 Vanowen St.,William Mulholland Middle(LAUSD),17120-william-mulholland-middle,,True,False, 90.0
1315,1315,LAUSD,831-william-r-anton-elementary,831 N Bonnie Beach Pl,323-981-3640,William R Anton Elementary,"[('831 william r anton elementary', 100.0, '831-william-r-anton-elementary')]",1435,William R. Anton Elementary(LAUSD),Los Angeles Unified,831 North Bonnie Beach Pl.,William R. Anton Elementary(LAUSD),831-william-r-anton-elementary,,True,False, 100.0
1316,1316,LAUSD,831-william-r-anton-elementary,831 N Bonnie Beach Pl,323-981-3640,William R Anton Elementary DL Two-Way Im Spanish,"[('831 william r anton elementary', 90.0, '831-william-r-anton-elementary')]",1435,William R. Anton Elementary(LAUSD),Los Angeles Unified,831 North Bonnie Beach Pl.,William R. Anton Elementary(LAUSD),831-william-r-anton-elementary,,True,False, 90.0
1317,1317,LAUSD,21050-william-tell-aggeler-opportunity-high,21050 Plummer St,818-341-1232,William Tell Aggeler Opportunity High School,"[('21050 william tell aggeler opportunity high', 95.0, '21050-william-tell-aggeler-opportunity-high')]",1436,William Tell Aggeler Opportunity High(LAUSD),Los Angeles Unified,21050 Plummer St.,William Tell Aggeler Opportunity High(LAUSD),21050-william-tell-aggeler-opportunity-high,,True,False, 95.0
1318,1318,LAUSD,2777-willow-elementary,2777 Willow Pl,323-568-5760,Willow Elementary,"[('2777 willow elementary', 100.0, '2777-willow-elementary')]",1437,Willow Elementary(LAUSD),Los Angeles Unified,2777 Willow Pl.,Willow Elementary(LAUSD),2777-willow-elementary,,True,False, 100.0
1319,1319,LAUSD,2777-willow-elementary,2777 Willow Pl,323-568-5760,Willow Elementary DL Two-Way Im Spanish,"[('2777 willow elementary', 90.0, '2777-willow-elementary')]",1437,Willow Elementary(LAUSD),Los Angeles Unified,2777 Willow Pl.,Willow Elementary(LAUSD),2777-willow-elementary,,True,False, 90.0
1320,1320,LAUSD,,1700 Gulf Ave,310-847-1500,Wilmington Middle School STEAM Magnet,[],0,Wilmington Middle School STEAM Magnet (LAUSD),,,,,LAUSD,True,False,
1321,1321,LAUSD,1140-wilmington-park-elementary,1140 Mahar Ave,310-518-7460,Wilmington Park Elementary,"[('1140 wilmington park elementary', 100.0, '1140-wilmington-park-elementary')]",1439,Wilmington Park Elementary(LAUSD),Los Angeles Unified,1140 Mahar Ave.,Wilmington Park Elementary(LAUSD),1140-wilmington-park-elementary,,True,False, 100.0
1322,1322,LAUSD,5241-wilshire-crest-elementary,5241 W Olympic Blvd,323-938-5291,Wilshire Crest Elementary,"[('5241 wilshire crest elementary', 100.0, '5241-wilshire-crest-elementary')]",1440,Wilshire Crest Elementary(LAUSD),Los Angeles Unified,5241 West Olympic Blvd.,Wilshire Crest Elementary(LAUSD),5241-wilshire-crest-elementary,,True,False, 100.0
1323,1323,LAUSD,5241-wilshire-crest-elementary,5241 W Olympic Blvd,323-938-5291,Wilshire Crest Elementary DL Two-Way Im Spanish,"[('5241 wilshire crest elementary', 90.0, '5241-wilshire-crest-elementary')]",1440,Wilshire Crest Elementary(LAUSD),Los Angeles Unified,5241 West Olympic Blvd.,Wilshire Crest Elementary(LAUSD),5241-wilshire-crest-elementary,,True,False, 90.0
1324,1324,LAUSD,4063-wilshire-park-elementary,4063 Ingraham St,213-739-4760,Wilshire Park Elementary School,"[('4063 wilshire park elementary', 95.0, '4063-wilshire-park-elementary')]",1441,Wilshire Park Elementary(LAUSD),Los Angeles Unified,4063 Ingraham St.,Wilshire Park Elementary(LAUSD),4063-wilshire-park-elementary,,True,False, 95.0
1325,1325,LAUSD,745-wilton-place-elementary,745 S Wilton Pl,213-389-1181,Wilton Place Elementary,"[('745 wilton place elementary', 100.0, '745-wilton-place-elementary')]",1442,Wilton Place Elementary(LAUSD),Los Angeles Unified,745 South Wilton Pl.,Wilton Place Elementary(LAUSD),745-wilton-place-elementary,,True,False, 100.0
1326,1326,LAUSD,745-wilton-place-elementary,745 S Wilton Pl,213-389-1181,Wilton Place Elementary DL Two-Way Im Korean,"[('745 wilton place elementary', 90.0, '745-wilton-place-elementary')]",1442,Wilton Place Elementary(LAUSD),Los Angeles Unified,745 South Wilton Pl.,Wilton Place Elementary(LAUSD),745-wilton-place-elementary,,True,False, 90.0
1327,1327,LAUSD,745-wilton-place-elementary,745 S Wilton Pl,213-389-1181,Wilton Place Elementary DL Two-Way Im Spanish,"[('745 wilton place elementary', 90.0, '745-wilton-place-elementary')]",1442,Wilton Place Elementary(LAUSD),Los Angeles Unified,745 South Wilton Pl.,Wilton Place Elementary(LAUSD),745-wilton-place-elementary,,True,False, 90.0
1328,1328,LAUSD,,5215 Overdale Dr,323-293-6251,Windsor Hills Elementary Math/Science Aerospace Magnet,[],0,Windsor Hills Elementary Math/Science Aerospace Magnet (LAUSD),,,,,LAUSD,True,False,
1329,1329,LAUSD,8240-winnetka-avenue-elementary,8240 Winnetka Ave,818-341-5422,Winnetka Avenue Elementary,"[('8240 winnetka avenue elementary', 100.0, '8240-winnetka-avenue-elementary')]",1445,Winnetka Avenue Elementary(LAUSD),Los Angeles Unified,8240 Winnetka Ave.,Winnetka Avenue Elementary(LAUSD),8240-winnetka-avenue-elementary,,True,False, 100.0
1330,1330,LAUSD,1125-wisdom-elementary,1125 E 74th St,323-586-5760,Wisdom Elementary,"[('1125 wisdom elementary', 100.0, '1125-wisdom-elementary')]",1446,Wisdom Elementary(LAUSD),Los Angeles Unified,1125 East 74th St.,Wisdom Elementary(LAUSD),1125-wisdom-elementary,,True,False, 100.0
1331,1331,LAUSD,8510-wonderland-avenue-elementary,8510 Wonderland Ave,323-654-4401,Wonderland Avenue Elementary,"[('8510 wonderland avenue elementary', 100.0, '8510-wonderland-avenue-elementary')]",1449,Wonderland Avenue Elementary(LAUSD),Los Angeles Unified,8510 Wonderland Ave.,Wonderland Avenue Elementary(LAUSD),8510-wonderland-avenue-elementary,,True,False, 100.0
1332,1332,LAUSD,8510-wonderland-avenue-elementary,8510 Wonderland Ave,323-654-4401,Wonderland Avenue Elementary Gifted Magnet,"[('8510 wonderland avenue elementary', 95.0, '8510-wonderland-avenue-elementary')]",1449,Wonderland Avenue Elementary(LAUSD),Los Angeles Unified,8510 Wonderland Ave.,Wonderland Avenue Elementary(LAUSD),8510-wonderland-avenue-elementary,,True,False, 95.0
1333,1333,LAUSD,1151-woodcrest-elementary,1151 W 109th St,323-756-1371,Woodcrest Elementary,"[('1151 woodcrest elementary', 100.0, '1151-woodcrest-elementary')]",2135,Woodcrest Elementary(LAUSD),Los Angeles Unified,1151 West 109th St.,Woodcrest Elementary(LAUSD),1151-woodcrest-elementary,,True,False, 100.0
1334,1334,LAUSD,23231-woodlake-elementary-community-charter,23231 Hatteras St,818-347-7097,Woodlake Elementary Community Charter,"[('23231 woodlake elementary community charter', 100.0, '23231-woodlake-elementary-community-charter')]",2137,Woodlake Elementary Community Charter(LAUSD),Los Angeles Unified,23231 Hatteras St.,Woodlake Elementary Community Charter(LAUSD),23231-woodlake-elementary-community-charter,,True,False, 100.0
1335,1335,LAUSD,20800-woodland-hills-academy,20800 Burbank Blvd,818-226-2900,Woodland Hills Academy,"[('20800 woodland hills academy', 100.0, '20800-woodland-hills-academy')]",2138,Woodland Hills Academy(LAUSD),Los Angeles Unified,20800 Burbank Blvd.,Woodland Hills Academy(LAUSD),20800-woodland-hills-academy,,True,False, 100.0
1336,1336,LAUSD,20800-woodland-hills-academy,20800 Burbank Blvd,818-226-2900,Woodland Hills Academy Humanities Magnet,"[('20800 woodland hills academy', 90.0, '20800-woodland-hills-academy')]",2138,Woodland Hills Academy(LAUSD),Los Angeles Unified,20800 Burbank Blvd.,Woodland Hills Academy(LAUSD),20800-woodland-hills-academy,,True,False, 90.0
1337,1337,LAUSD,22201-woodland-hills-elementary-charter-for-enriched-studies,22201 San Miguel St,818-347-9220,Woodland Hills Charter Elementary for Enriched Studies,"[('22201 woodland hills elementary charter for enriched studies', 95.0, '22201-woodland-hills-elementary-charter-for-enriched-studies')]",2139,Woodland Hills Elementary Charter For Enriched Studies(LAUSD),Los Angeles Unified,22201 San Miguel St.,Woodland Hills Elementary Charter For Enriched Studies(LAUSD),22201-woodland-hills-elementary-charter-for-enriched-studies,,True,False, 95.0
1338,1338,LAUSD,6314-woodlawn-avenue-elementary,6314 Woodlawn Ave,323-560-1445,Woodlawn Avenue Elementary,"[('6314 woodlawn avenue elementary', 100.0, '6314-woodlawn-avenue-elementary')]",2141,Woodlawn Avenue Elementary(LAUSD),Los Angeles Unified,6314 Woodlawn Ave.,Woodlawn Avenue Elementary(LAUSD),6314-woodlawn-avenue-elementary,,True,False, 100.0
1339,1339,LAUSD,6314-woodlawn-avenue-elementary,6314 Woodlawn Ave,323-560-1445,Woodlawn Avenue Elementary DL Two-Way Im Spanish,"[('6314 woodlawn avenue elementary', 90.0, '6314-woodlawn-avenue-elementary')]",2141,Woodlawn Avenue Elementary(LAUSD),Los Angeles Unified,6314 Woodlawn Ave.,Woodlawn Avenue Elementary(LAUSD),6314-woodlawn-avenue-elementary,,True,False, 90.0
1340,1340,LAUSD,4500-woodrow-wilson-senior-high,4500 Multnomah St,323-276-1600,Woodrow Wilson Senior High,"[('4500 woodrow wilson senior high', 100.0, '4500-woodrow-wilson-senior-high')]",2142,Woodrow Wilson Senior High(LAUSD),Los Angeles Unified,4500 Multnomah St.,Woodrow Wilson Senior High(LAUSD),4500-woodrow-wilson-senior-high,,True,False, 100.0
1341,1341,LAUSD,4500-woodrow-wilson-senior-high,4500 Multnomah St,323-276-1600,Woodrow Wilson Senior High Administrative Law Magnet,"[('4500 woodrow wilson senior high', 90.0, '4500-woodrow-wilson-senior-high')]",2142,Woodrow Wilson Senior High(LAUSD),Los Angeles Unified,4500 Multnomah St.,Woodrow Wilson Senior High(LAUSD),4500-woodrow-wilson-senior-high,,True,False, 90.0
1342,1342,LAUSD,4500-woodrow-wilson-senior-high,4500 Multnomah St,323-276-1600,Woodrow Wilson Senior High Firefighter Magnet,"[('4500 woodrow wilson senior high', 90.0, '4500-woodrow-wilson-senior-high')]",2142,Woodrow Wilson Senior High(LAUSD),Los Angeles Unified,4500 Multnomah St.,Woodrow Wilson Senior High(LAUSD),4500-woodrow-wilson-senior-high,,True,False, 90.0
1343,1343,LAUSD,4500-woodrow-wilson-senior-high,4500 Multnomah St.,323-276-1600,Woodrow Wilson Senior High Police Academy Magnet,"[('4500 woodrow wilson senior high', 90.0, '4500-woodrow-wilson-senior-high')]",2142,Woodrow Wilson Senior High(LAUSD),Los Angeles Unified,4500 Multnomah St.,Woodrow Wilson Senior High(LAUSD),4500-woodrow-wilson-senior-high,,True,False, 90.0
1344,1344,LAUSD,5657-yorkdale-elementary,5657 Meridian St.,323-255-0587,Yorkdale Elementary,"[('5657 yorkdale elementary', 100.0, '5657-yorkdale-elementary')]",2152,Yorkdale Elementary(LAUSD),Los Angeles Unified,5657 Meridian St.,Yorkdale Elementary(LAUSD),5657-yorkdale-elementary,,True,False, 100.0
1345,1345,LAUSD,,3140 Hyde Park Blvd.,323-778-4992,Young Empowered Scholars Academy,[],0,Young Empowered Scholars Academy (LAUSD),,,,,LAUSD,True,False,
1346,1346,LAUSD,615-young-oak-kim-academy,615 S. Shatto Pl.,213-739-6500,Young Oak Kim Academy,"[('615 young oak kim academy', 100.0, '615-young-oak-kim-academy')]",2153,Young Oak Kim Academy(LAUSD),Los Angeles Unified,615 South Shatto Pl.,Young Oak Kim Academy(LAUSD),615-young-oak-kim-academy,,True,False, 100.0
1347,1347,LAUSD,915-youth-opportunities-unlimited,915 W Manchester Ave.,323-789-4731,Youth Opportunities Unlimited,"[('915 youth opportunities unlimited', 100.0, '915-youth-opportunities-unlimited')]",2357,Youth Opportunities Unlimited(LAUSD),Los Angeles Unified,915 West Manchester Ave.,Youth Opportunities Unlimited(LAUSD),915-youth-opportunities-unlimited,,True,False, 100.0
1348,1348,LAUSD,18230-zane-grey-continuation,18230 Kittridge St.,818-758-3769,Zane Grey Continuation High,"[('18230 zane grey continuation', 95.0, '18230-zane-grey-continuation')]",2358,Zane Grey Continuation(LAUSD),Los Angeles Unified,18230 Kittridge St.,Zane Grey Continuation(LAUSD),18230-zane-grey-continuation,,True,False, 95.0
1349,1349,Long Beach,5320-addams-elementary-,5320 Pine Ave.,(562) 428-0202,Addams Elementary,"[('5320 addams elementary', 100.0, '5320-addams-elementary-')]",1198,Addams Elementary (Long Beach Unified),Long Beach Unified,5320 Pine Ave.,Addams Elementary (Long Beach Unified),5320-addams-elementary-,,True,False, 100.0
1350,1350,Long Beach,1400-alvarado-elementary-,1900 E. 21st.,(562) 985-0019,Alvarado Elementary,"[('1400 alvarado elementary', 95.83333333333334, '1400-alvarado-elementary-')]",1145,Alvarado Elementary (Long Beach Unified),Long Beach Unified,1400 East 20th St.,Alvarado Elementary (Long Beach Unified),1400-alvarado-elementary-,,True,False, 95.83333333333334
1351,1351,Long Beach,,"P.O. Box 557, Avalon",(310) 510-0790,Avalon Elementary,[],0,Avalon Elementary (Long Beach),,,,,Long Beach,True,False,
1352,1352,Long Beach,,"P.O. Box 557, Avalon",(310) 510-0790,Avalon Middle,[],0,Avalon Middle (Long Beach),,,,,Long Beach,True,False,
1353,1353,Long Beach,,"P.O. Box 557, Avalon",(310) 510-0790,Avalon High School,[],0,Avalon High School (Long Beach),,,,,Long Beach,True,False,
1354,1354,Long Beach,5301-bancroft-middle-,5301 E. Centralia St.,(562) 425-7461,Bancroft Middle,"[('5301 bancroft middle', 100.0, '5301-bancroft-middle-')]",1147,Bancroft Middle (Long Beach Unified),Long Beach Unified,5301 East Centralia St.,Bancroft Middle (Long Beach Unified),5301-bancroft-middle-,,True,False, 100.0
1355,1355,Long Beach,1100-barton-elementary-,1100 E. Del Amo Blvd.,(562) 428-0555,Barton Elementary,"[('1100 barton elementary', 100.0, '1100-barton-elementary-')]",1148,Barton Elementary (Long Beach Unified),Long Beach Unified,1100 East Del Amo Blvd.,Barton Elementary (Long Beach Unified),1100-barton-elementary-,,True,False, 100.0
1356,1356,Long Beach,,2101 San Gabriel Ave.,(562) 435-2050,Bethune Elementary,[],0,Bethune Elementary (Long Beach),,,,,Long Beach,True,False,
