,district,name,address,city,phone,email,original_name
1250,LAUSD,venice-senior-high-world-languages/global-studies-magnet-13000-venice-blvd-lausd,13000 Venice Blvd,Los Angeles,310-577-4200,,Venice Senior High World Languages/Global Studies Magnet
1251,LAUSD,verdugo-hills-senior-high-10625-plainview-ave-lausd,10625 Plainview Ave,Tujunga,818-951-5400,No Data,Verdugo Hills Senior High
1252,LAUSD,verdugo-hills-sh-science/tech/eng/math/multimedia-magnet-10625-plainview-ave-lausd,10625 Plainview Ave,Tujunga,818-951-5400,,Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet
1253,LAUSD,verdugo-hills-sh-visual-and-performing-arts-magnet-10625-plainview-ave-lausd,10625 Plainview Ave,Tujunga,818-951-5400,,Verdugo Hills SH Visual and Performing Arts Magnet
1254,LAUSD,vermont-avenue-elementary-1435-w-27th-st-lausd,1435 W 27th St,Los Angeles,323-733-2195,No Data,Vermont Avenue Elementary
1255,LAUSD,vernon-city-elementary-2360-e-vernon-ave-lausd,2360 E Vernon Ave,Los Angeles,323-582-3727,No Data,Vernon City Elementary
1256,LAUSD,victoria-avenue-elementary-3320-missouri-ave-lausd,3320 Missouri Ave,South Gate,323-567-1261,No Data,Victoria Avenue Elementary
1257,LAUSD,victory-boulevard-elementary-6315-radford-ave-lausd,6315 Radford Ave,North Hollywood,818-761-4676,No Data,Victory Boulevard Elementary
1258,LAUSD,victory-boulevard-elementary-steam-magnet-6315-radford-ave-lausd,6315 Radford Ave,North Hollywood,818-761-4676,No Data,Victory Boulevard Elementary STEAM Magnet
1259,LAUSD,view-park-continuation-high-4701-rodeo-rd-lausd,4701 Rodeo Rd,Los Angeles,323-292-0331,No Data,View Park Continuation High
1260,LAUSD,vine-street-elementary-955-n-vine-st-lausd,955 N Vine St,Los Angeles,323-469-0877,No Data,Vine Street Elementary
1261,LAUSD,vinedale-college-preparatory-academy-10150-la-tuna-canyon-rd-lausd,10150 La Tuna Canyon Rd,Sun Valley,818-767-0106,No Data,Vinedale College Preparatory Academy
1262,LAUSD,vintage-elementary-math/science/technology-magnet-15848-stare-st-lausd,15848 Stare St,North Hills,818-892-8661,No Data,Vintage Elementary Math/Science/Technology Magnet
1263,LAUSD,virgil-middle-school-152-n-vermont-ave-lausd,152 N Vermont Ave,Los Angeles,213-368-2800,No Data,Virgil Middle School
1264,LAUSD,virgil-middle-school-medical-&-health-science-magnet-152-n-vermont-ave-lausd,152 N Vermont Ave,Los Angeles,213-368-2800,,Virgil Middle School Medical & Health Science Magnet
1265,LAUSD,virginia-road-elementary-2925-virginia-rd-lausd,2925 Virginia Rd,Los Angeles,323-735-0570,No Data,Virginia Road Elementary
1266,LAUSD,virginia-road-elementary-dl-two-way-im-spanish-2925-virginia-rd-lausd,2925 Virginia Rd,Los Angeles,310-735-0570,No Data,Virginia Road Elementary DL Two-Way Im Spanish
1267,LAUSD,vista-del-valle-dual-language-academy-12441-bromont-ave-lausd,12441 Bromont Ave,San Fernando,818-838-3860,No Data,Vista del Valle Dual Language Academy
1268,LAUSD,vista-del-valle-dual-language-academy-dl-two-way-im-spanish-12441-bromont-ave-lausd,12441 Bromont Ave,San Fernando,818-838-3860,No Data,Vista del Valle Dual Language Academy DL Two-Way Im Spanish
1269,LAUSD,vista-middle-school-15040-roscoe-blvd-lausd,15040 Roscoe Blvd,Panorama City,818-901-2727,No Data,Vista Middle School
1270,LAUSD,vista-middle-school-gifted-steam-magnet-15040-roscoe-blvd-lausd,15040 Roscoe Blvd,Panorama City,818-901-2727,,Vista Middle School Gifted STEAM Magnet
1271,LAUSD,vista-middle-school-law/gov/social-just/lead-magnet-15040-roscoe-blvd-lausd,15040 Roscoe Blvd,Panorama City,818-901-2727,,Vista Middle School Law/Gov/Social Just/Lead Magnet
1272,LAUSD,vista-middle-school-sports-med/college-prep-magnet-15040-roscoe-blvd-lausd,15040 Roscoe Blvd,Panorama City,818-901-2727,,Vista Middle School Sports Med/College Prep Magnet
1273,LAUSD,wadsworth-avenue-elementary-981-e-41st-st-lausd,981 E 41st St,Los Angeles,323-232-5234,No Data,Wadsworth Avenue Elementary
1274,LAUSD,walgrove-avenue-elementary-1630-walgrove-ave-lausd,1630 Walgrove Ave,Los Angeles,310-391-7104,No Data,Walgrove Avenue Elementary
1275,LAUSD,walnut-park-elementary-2642-olive-st-lausd,2642 Olive St,Huntington Park,323-588-3145,No Data,Walnut Park Elementary
1276,LAUSD,walnut-park-elementary-dl-two-way-im-spanish-2642-e-olive-st-lausd,2642 E Olive St,Huntington Park,323-588-3145,,Walnut Park Elementary DL Two-Way Im Spanish
1277,LAUSD,walnut-park-middle-school---sci-tech-eng-and-math-academy-7500-marbrisa-ave-lausd,7500 Marbrisa Ave,Walnut Park,323-277-2600,,Walnut Park Middle School - Sci Tech Eng and Math Academy
1278,LAUSD,walnut-park-middle-school---social-justice-and-srvice-lrning-7500-marbrisa-ave-lausd,7500 Marbrisa Ave,Walnut Park,323-277-2600,No Data,Walnut Park Middle School - Social Justice and Srvice Lrning
1279,LAUSD,walter-reed-middle-school-4525-irvine-ave-lausd,4525 Irvine Ave,North Hollywood,818-487-7600,No Data,Walter Reed Middle School
1280,LAUSD,warner-avenue-elementary-615-holmby-ave-lausd,615 Holmby Ave,Los Angeles,310-475-5893,No Data,Warner Avenue Elementary
1281,LAUSD,washington-irving-middle-school-math-music-engineering-mag-3010-estara-ave-lausd,3010 Estara Ave,Los Angeles,323-259-3700,No Data,Washington Irving Middle School Math Music Engineering Mag
1282,LAUSD,washington-primary-center-860-w-112th-st-lausd,860 W 112th St,Los Angeles,323-779-7550,No Data,Washington Primary Center
1283,LAUSD,washington-primary-center-dl-two-way-im-spanish-860-w-112th-st-lausd,860 W 112th St,Los Angeles,323-779-7550,No Data,Washington Primary Center DL Two-Way Im Spanish
1284,LAUSD,weigand-avenue-elementary-10401-weigand-ave-lausd,10401 Weigand Ave,Los Angeles,323-567-9606,No Data,Weigand Avenue Elementary
1285,LAUSD,welby-way-charter-elementary-and-gifted-high-ability-magnet-23456-welby-way-lausd,23456 Welby Way,West Hills,818-348-1975,No Data,Welby Way Charter Elementary and Gifted-High Ability Magnet
1286,LAUSD,welby-way-charter-elementary-gifted-magnet-23456-welby-way-lausd,23456 Welby Way,West Hills,818-348-1975,No Data,Welby Way Charter Elementary Gifted Magnet
1287,LAUSD,west-adams-prep-senior-high-firefighter-academy-magnet-1500-w-washington-bl-lausd,1500 W Washington Bl,Los Angeles,323-373-2500,,West Adams Prep Senior High Firefighter Academy Magnet
1288,LAUSD,west-adams-prep-senior-high-police-academy-magnet-1500-w-washington-bl-lausd,1500 W Washington Bl,Los Angeles,323-373-2500,,West Adams Prep Senior High Police Academy Magnet
1289,LAUSD,west-adams-preparatory-senior-high-1500-w-washington-bl-lausd,1500 W Washington Bl,Los Angeles,323-373-2500,No Data,West Adams Preparatory Senior High
1290,LAUSD,west-athens-elementary-1110-w-119th-st-lausd,1110 W 119th St,Los Angeles,323-756-9114,No Data,West Athens Elementary
1291,LAUSD,west-hollywood-elementary-970-n-hammond-st-lausd,970 N Hammond St,West Hollywood,310-274-5313,No Data,West Hollywood Elementary
1292,LAUSD,west-vernon-avenue-elementary-4312-s-grand-ave-lausd,4312 S Grand Ave,Los Angeles,323-232-4218,No Data,West Vernon Avenue Elementary
1293,LAUSD,westchester-enriched-sciences-magnets--gifted-steam-magnet-7400-w-manchester-ave-lausd,7400 W Manchester Ave,Los Angeles,310-338-2400,,Westchester Enriched Sciences Magnets- Gifted STEAM Magnet
1294,LAUSD,westchester-enriched-sciences-magnets-envrnmntl-ntrl-sci-eng-7400-w-manchester-ave-lausd,7400 W Manchester Ave,Los Angeles,310-338-2400,,Westchester Enriched Sciences Magnets-Envrnmntl Ntrl Sci Eng
1295,LAUSD,westchester-enriched-sciences-magnets-health/sports-med-mag-7400-w-manchester-ave-lausd,7400 W Manchester Ave,Los Angeles,310-338-2400,,Westchester Enriched Sciences Magnets-Health/Sports Med Mag
1296,LAUSD,western-avenue-tech/eng/comm/hum-magnet-1724-w-53rd-st-lausd,1724 W 53rd St,Los Angeles,323-295-3261,,Western Avenue Tech/Eng/Comm/Hum Magnet
1297,LAUSD,westminster-avenue-elementary-math/tech/env-studies-magnet-1010-abbot-kinney-blvd-lausd,1010 Abbot Kinney Blvd,Venice,310-392-3041,No Data,Westminster Avenue Elementary Math/Tech/Env Studies Magnet
1298,LAUSD,westport-heights-elementary-6011-w-79th-st-lausd,6011 W 79th St,Los Angeles,310-645-5611,No Data,Westport Heights Elementary
1299,LAUSD,westside-global-awareness-magnet-104-anchorage-st-lausd,104 Anchorage St,Marina Del Rey,310-821-2039,No Data,Westside Global Awareness Magnet
1300,LAUSD,westwood-charter-elementary-2050-selby-ave-lausd,2050 Selby Ave,Los Angeles,310-474-7788,No Data,Westwood Charter Elementary
1301,LAUSD,white-elementary-visual-arts-magnet-2401-wilshire-blvd-lausd,2401 Wilshire Blvd,Los Angeles,213-487-9172,No Data,White Elementary Visual Arts Magnet
1302,LAUSD,white-point-elementary-1410-silvius-ave-lausd,1410 Silvius Ave,San Pedro,310-833-5232,No Data,White Point Elementary
1303,LAUSD,whitman-continuation-high-7795-rosewood-ave-lausd,7795 Rosewood Ave,Los Angeles,323-651-0645,No Data,Whitman Continuation High
1304,LAUSD,whitman-continuation-high-7795-rosewood-ave-lausd,7795 Rosewood Ave,Los Angeles,323-651-0645,No Data,Whitman Continuation High
1305,LAUSD,whitney-young-continuation-high-3051-w-52nd-st-lausd,3051 W 52nd St,Los Angeles,323-296-3258,No Data,Whitney Young Continuation High
1306,LAUSD,wilbur-charter-for-enriched-academics-5213-crebs-ave-lausd,5213 Crebs Ave,Tarzana,818-345-1090,No Data,Wilbur Charter for Enriched Academics
1307,LAUSD,will-rogers-continuation-high-14711-gilmore-st-lausd,14711 Gilmore St,Van Nuys,818-778-6895,No Data,Will Rogers Continuation High
1308,LAUSD,william-howard-taft-charter-high-school-5461-winnetka-ave-lausd,5461 Winnetka Ave,Woodland Hills,818-227-3600,,William Howard Taft Charter High School
1309,LAUSD,william-howard-taft-charter-high-school-gifted-steam-magnet-5461-winnetka-ave-lausd,5461 Winnetka Ave,Woodland Hills,818-227-3600,,William Howard Taft Charter High School Gifted STEAM Magnet
1310,LAUSD,william-j-johnston-community-day-school-2210-taper-ave-lausd,2210 Taper Ave,San Pedro,310-832-0376,No Data,William J Johnston Community Day School
1311,LAUSD,william-jefferson-clinton-middle-school-3500-s-hill-st-lausd,3500 S Hill St,Los Angeles,323-235-7200,No Data,William Jefferson Clinton Middle School
1312,LAUSD,william-mulholland-middle-school-17120-vanowen-st-lausd,17120 Vanowen St,Lake Balboa,818-609-2500,No Data,William Mulholland Middle School
1313,LAUSD,william-mulholland-middle-school-police-academy-magnet-17120-vanowen-st-lausd,17120 Vanowen St,Lake Balboa,818-609-2500,No Data,William Mulholland Middle School Police Academy Magnet
1314,LAUSD,william-mulholland-middle-school-robotics-magnet-17120-vanowen-st-lausd,17120 Vanowen St,Lake Balboa,818-609-2500,No Data,William Mulholland Middle School Robotics Magnet
1315,LAUSD,william-r-anton-elementary-831-n-bonnie-beach-pl-lausd,831 N Bonnie Beach Pl,Los Angeles,323-981-3640,No Data,William R Anton Elementary
1316,LAUSD,william-r-anton-elementary-dl-two-way-im-spanish-831-n-bonnie-beach-pl-lausd,831 N Bonnie Beach Pl,Los Angeles,323-981-3640,No Data,William R Anton Elementary DL Two-Way Im Spanish
1317,LAUSD,william-tell-aggeler-opportunity-high-school-21050-plummer-st-lausd,21050 Plummer St,Chatsworth,818-341-1232,No Data,William Tell Aggeler Opportunity High School
1318,LAUSD,willow-elementary-2777-willow-pl-lausd,2777 Willow Pl,South Gate,323-568-5760,No Data,Willow Elementary
1319,LAUSD,willow-elementary-dl-two-way-im-spanish-2777-willow-pl-lausd,2777 Willow Pl,South Gate,323-568-5760,,Willow Elementary DL Two-Way Im Spanish
1320,LAUSD,wilmington-middle-school-steam-magnet-1700-gulf-ave-lausd,1700 Gulf Ave,Wilmington,310-847-1500,,Wilmington Middle School STEAM Magnet
1321,LAUSD,wilmington-park-elementary-1140-mahar-ave-lausd,1140 Mahar Ave,Wilmington,310-518-7460,No Data,Wilmington Park Elementary
1322,LAUSD,wilshire-crest-elementary-5241-w-olympic-blvd-lausd,5241 W Olympic Blvd,Los Angeles,323-938-5291,No Data,Wilshire Crest Elementary
1323,LAUSD,wilshire-crest-elementary-dl-two-way-im-spanish-5241-w-olympic-blvd-lausd,5241 W Olympic Blvd,Los Angeles,323-938-5291,No Data,Wilshire Crest Elementary DL Two-Way Im Spanish
1324,LAUSD,wilshire-park-elementary-school-4063-ingraham-st-lausd,4063 Ingraham St,Los Angeles,213-739-4760,No Data,Wilshire Park Elementary School
1325,LAUSD,wilton-place-elementary-745-s-wilton-pl-lausd,745 S Wilton Pl,Los Angeles,213-389-1181,No Data,Wilton Place Elementary
1326,LAUSD,wilton-place-elementary-dl-two-way-im-korean-745-s-wilton-pl-lausd,745 S Wilton Pl,Los Angeles,213-389-1181,No Data,Wilton Place Elementary DL Two-Way Im Korean
1327,LAUSD,wilton-place-elementary-dl-two-way-im-spanish-745-s-wilton-pl-lausd,745 S Wilton Pl,Los Angeles,213-389-1181,No Data,Wilton Place Elementary DL Two-Way Im Spanish
1328,LAUSD,windsor-hills-elementary-math/science-aerospace-magnet-5215-overdale-dr-lausd,5215 Overdale Dr,Los Angeles,323-293-6251,,Windsor Hills Elementary Math/Science Aerospace Magnet
1329,LAUSD,winnetka-avenue-elementary-8240-winnetka-ave-lausd,8240 Winnetka Ave,Winnetka,818-341-5422,No Data,Winnetka Avenue Elementary
1330,LAUSD,wisdom-elementary-1125-e-74th-st-lausd,1125 E 74th St,Los Angeles,323-586-5760,No Data,Wisdom Elementary
1331,LAUSD,wonderland-avenue-elementary-8510-wonderland-ave-lausd,8510 Wonderland Ave,Los Angeles,323-654-4401,No Data,Wonderland Avenue Elementary
1332,LAUSD,wonderland-avenue-elementary-gifted-magnet-8510-wonderland-ave-lausd,8510 Wonderland Ave,Los Angeles,323-654-4401,No Data,Wonderland Avenue Elementary Gifted Magnet
1333,LAUSD,woodcrest-elementary-1151-w-109th-st-lausd,1151 W 109th St,Los Angeles,323-756-1371,No Data,Woodcrest Elementary
1334,LAUSD,woodlake-elementary-community-charter-23231-hatteras-st-lausd,23231 Hatteras St,Woodland Hills,818-347-7097,No Data,Woodlake Elementary Community Charter
1335,LAUSD,woodland-hills-academy-20800-burbank-blvd-lausd,20800 Burbank Blvd,Woodland Hills,818-226-2900,No Data,Woodland Hills Academy
1336,LAUSD,woodland-hills-academy-humanities-magnet-20800-burbank-blvd-lausd,20800 Burbank Blvd,Woodland Hills,818-226-2900,No Data,Woodland Hills Academy Humanities Magnet
1337,LAUSD,woodland-hills-charter-elementary-for-enriched-studies-22201-san-miguel-st-lausd,22201 San Miguel St,Woodland Hills,818-347-9220,No Data,Woodland Hills Charter Elementary for Enriched Studies
1338,LAUSD,woodlawn-avenue-elementary-6314-woodlawn-ave-lausd,6314 Woodlawn Ave,Bell,323-560-1445,No Data,Woodlawn Avenue Elementary
1339,LAUSD,woodlawn-avenue-elementary-dl-two-way-im-spanish-6314-woodlawn-ave-lausd,6314 Woodlawn Ave,Bell,323-560-1445,No Data,Woodlawn Avenue Elementary DL Two-Way Im Spanish
1340,LAUSD,woodrow-wilson-senior-high-4500-multnomah-st-lausd,4500 Multnomah St,Los Angeles,323-276-1600,No Data,Woodrow Wilson Senior High
1341,LAUSD,woodrow-wilson-senior-high-administrative-law-magnet-4500-multnomah-st-lausd,4500 Multnomah St,Los Angeles,323-276-1600,No Data,Woodrow Wilson Senior High Administrative Law Magnet
1342,LAUSD,woodrow-wilson-senior-high-firefighter-magnet-4500-multnomah-st-lausd,4500 Multnomah St,Los Angeles,323-276-1600,No Data,Woodrow Wilson Senior High Firefighter Magnet
1343,LAUSD,woodrow-wilson-senior-high-police-academy-magnet-4500-multnomah-st-lausd,4500 Multnomah St.,Los Angeles,323-276-1600,No Data,Woodrow Wilson Senior High Police Academy Magnet
1344,LAUSD,yorkdale-elementary-5657-meridian-st-lausd,5657 Meridian St.,Los Angeles,323-255-0587,No Data,Yorkdale Elementary
1345,LAUSD,young-empowered-scholars-academy-3140-hyde-park-blvd-lausd,3140 Hyde Park Blvd.,Los Angeles,323-778-4992,,Young Empowered Scholars Academy
1346,LAUSD,young-oak-kim-academy-615-s-shatto-pl-lausd,615 S. Shatto Pl.,Los Angeles,213-739-6500,No Data,Young Oak Kim Academy
1347,LAUSD,youth-opportunities-unlimited-915-w-manchester-ave-lausd,915 W Manchester Ave.,Los Angeles,323-789-4731,No Data,Youth Opportunities Unlimited
1348,LAUSD,zane-grey-continuation-high-18230-kittridge-st-lausd,18230 Kittridge St.,Reseda,818-758-3769,No Data,Zane Grey Continuation High
1349,Long Beach,addams-elementary-5320-pine-ave-long-beach,5320 Pine Ave.,Long Beach,(562) 428-0202,No Data,Addams Elementary
1350,Long Beach,alvarado-elementary-1900-e-21st-long-beach,1900 E. 21st.,Signal Hill,(562) 985-0019,,Alvarado Elementary
1351,Long Beach,"avalon-elementary-po-box-557,-avalon-long-beach","P.O. Box 557, Avalon",Catalina Island,(310) 510-0790,,Avalon Elementary
1352,Long Beach,"avalon-middle-po-box-557,-avalon-long-beach","P.O. Box 557, Avalon",Catalina Island,(310) 510-0790,,Avalon Middle
1353,Long Beach,"avalon-high-school-po-box-557,-avalon-long-beach","P.O. Box 557, Avalon",Catalina Island,(310) 510-0790,,Avalon High School
1354,Long Beach,bancroft-middle-5301-e-centralia-st-long-beach,5301 E. Centralia St.,Long Beach,(562) 425-7461,No Data,Bancroft Middle
1355,Long Beach,barton-elementary-1100-e-del-amo-blvd-long-beach,1100 E. Del Amo Blvd.,Long Beach,(562) 428-0555,No Data,Barton Elementary
1356,Long Beach,bethune-elementary-2101-san-gabriel-ave-long-beach,2101 San Gabriel Ave.,Long Beach,(562) 435-2050,,Bethune Elementary
1357,Long Beach,birney-elementary-710-w-spring-st-long-beach,710 W. Spring St.,Long Beach,(562) 427-8512,No Data,Birney Elementary
1358,Long Beach,bixby-elementary-5251-e-stearns-st-long-beach,5251 E. Stearns St.,Long Beach,(562) 498-3794,No Data,Bixby Elementary
1359,Long Beach,browning-high-school-2180-obispo-ave-long-beach,2180 Obispo Ave.,Long Beach,(562) 997-1700,,Browning High School
1360,Long Beach,bryant-elementary-4101-e-fountain-st-long-beach,4101 E. Fountain St.,Long Beach,(562) 498-3802,No Data,Bryant Elementary
1361,Long Beach,burbank-elemantary-501-junipero-ave-long-beach,501 Junipero Ave.,Long Beach,(562) 439-0997,No Data,Burbank Elemantary
1362,Long Beach,burcham-elementary-5610-monlaco-rd-long-beach,5610 Monlaco Rd.,Long Beach,(562) 420-2685,No Data,Burcham Elementary
1363,Long Beach,cabrillo-high-school-2001-santa-fe-ave-long-beach,2001 Santa Fe Ave.,Long Beach,(562) 951-7700,No Data,Cabrillo High School
1364,Long Beach,california-academy-for-mathematics-and-science-(cams)-at-csudh-1000-e-victoria-st-long-beach,1000 E. Victoria St.,Carson,(310) 243-2025,,California Academy for Mathematics and Science (CAMS) at CSUDH
1365,Long Beach,carver-elementary-5335-e-pavo-st-long-beach,5335 E. Pavo St.,Long Beach,(562) 420-2697,No Data,Carver Elementary
1366,Long Beach,chavez-elementary-730-w-3rd-st-long-beach,730 W. 3rd St.,Long Beach,(562) 590-0904,No Data,Chavez Elementary
1367,Long Beach,clevland-elementary-4760-hackett-long-beach,4760 Hackett,Lakewood,(562) 420-7552,No Data,Clevland Elementary
1368,Long Beach,cubberly-(k-8)-3200-monogram-ave-long-beach,3200 Monogram Ave.,Long Beach,(562) 420-8810,No Data,Cubberly (K-8)
1369,Long Beach,dooley-elementary-5075-long-beach-blvd-long-beach,5075 Long Beach Blvd.,Long Beach,(562) 428-7274,No Data,Dooley Elementary
1370,Long Beach,edison-elementary-625-maine-ave-long-beach,625 Maine Ave.,Long Beach,(562 590-8481,No Data,Edison Elementary
1371,Long Beach,emerson-elementary-2625-josie-ave-long-beach,2625 Josie Ave.,Long Beach,(562) 420-2631,,Emerson Elementary
1372,Long Beach,franklin-middle-540-cerritos-ave-long-beach,540 Cerritos Ave.,Long Beach,(562) 435-4952,No Data,Franklin Middle
1373,Long Beach,fremont-elementary-4000-e-4th-st-long-beach,4000 E. 4th St.,Long Beach,(562) 439-6873,No Data,Fremont Elementary
1374,Long Beach,gant-elementary-1854-britton-dr-long-beach,1854 Britton Dr.,Long Beach,(562) 430-3384,No Data,Gant Elementary
1375,Long Beach,garfield-elementary-2240-baltic-ave-long-beach,2240 Baltic Ave.,Long Beach,(562) 424-8167,No Data,Garfield Elementary
1376,Long Beach,gompers-elementary-5206-briercrest-long-beach,5206 Briercrest,Lakewood,(562) 925-2285,,Gompers Elementary
1377,Long Beach,grant-elementary-1225-e-64th-st-long-beach,1225 E. 64th St.,Long Beach,(562) 428-4616,No Data,Grant Elementary
1378,Long Beach,hamilton-middle-1060-e-70th-st-long-beach,1060 E. 70th St.,Long Beach,(562) 602-0302,No Data,Hamilton Middle
