id,index,district_x,name_x,address_x,phone,original_name_x,devons_key,participating,Match,rowid,school,district_y,address_y,original_name_y,name_y,tap_key,simple_name,district,duped,score
3439,3439,,,,,,,,,2874,Lighthouse Church School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1220 20th St.,Lighthouse Church School (Santa Monica-Malibu Unified),Lighthouse Church School ,1220-20th-st-lighthouse-church-school--,1220-20th-st-lighthouse-church-school--,,True,
3440,3440,,,,,,,,,2875,Lincoln Middle (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1501 California Ave.,Lincoln Middle (Santa Monica-Malibu Unified),Lincoln Middle ,1501-california-ave-lincoln-middle--,1501-california-ave-lincoln-middle--,,True,
3441,3441,,,,,,,,,2876,Malibu Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,6955 Fernhill Dr.,Malibu Elementary (Santa Monica-Malibu Unified),Malibu Elementary ,6955-fernhill-dr-malibu-elementary--,6955-fernhill-dr-malibu-elementary--,,True,
3442,3442,,,,,,,,,2877,Malibu High (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,30215 Morning View Dr.,Malibu High (Santa Monica-Malibu Unified),Malibu High ,30215-morning-view-dr-malibu-high--,30215-morning-view-dr-malibu-high--,,True,
3443,3443,,,,,,,,,2878,Malibu Middle (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,30237 Morning View Dr.,Malibu Middle (Santa Monica-Malibu Unified),Malibu Middle ,30237-morning-view-dr-malibu-middle--,30237-morning-view-dr-malibu-middle--,,True,
3444,3444,,,,,,,,,2879,McKinley Elementary Santa Monica (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2401 Santa Monica Blvd.,McKinley Elementary Santa Monica (Santa Monica-Malibu Unified),McKinley Elementary Santa Monica ,2401-santa-monica-blvd-mckinley-elementary-santa-monica--,2401-santa-monica-blvd-mckinley-elementary-santa-monica--,,True,
3445,3445,,,,,,,,,2880,McKinna Learning Center (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,"28990 Pacific Coast Hwy., Ste. 116",McKinna Learning Center (Santa Monica-Malibu Unified),McKinna Learning Center ,"28990-pacific-coast-hwy,-ste-116-mckinna-learning-center--","28990-pacific-coast-hwy,-ste-116-mckinna-learning-center--",,True,
3446,3446,,,,,,,,,2881,New Roads School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3131 Olympic Blvd.,New Roads School (Santa Monica-Malibu Unified),New Roads School ,3131-olympic-blvd-new-roads-school--,3131-olympic-blvd-new-roads-school--,,True,
3447,3447,,,,,,,,,2882,Olympic High (Continuation) (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,721 Ocean Park Blvd.,Olympic High (Continuation) (Santa Monica-Malibu Unified),Olympic High (Continuation) ,721-ocean-park-blvd-olympic-high-(continuation)--,721-ocean-park-blvd-olympic-high-(continuation)--,,True,
3448,3448,,,,,,,,,2883,Our Lady of Malibu (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3625 South Winter Canyon Rd.,Our Lady of Malibu (Santa Monica-Malibu Unified),Our Lady of Malibu ,3625-south-winter-canyon-rd-our-lady-of-malibu--,3625-south-winter-canyon-rd-our-lady-of-malibu--,,True,
3449,3449,,,,,,,,,2884,Pacifica Christian High School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1730 Wilshire Blvd.,Pacifica Christian High School (Santa Monica-Malibu Unified),Pacifica Christian High School ,1730-wilshire-blvd-pacifica-christian-high-school--,1730-wilshire-blvd-pacifica-christian-high-school--,,True,
3450,3450,,,,,,,,,2885,PS1 Pluralistic School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1225 BRd.way,PS1 Pluralistic School (Santa Monica-Malibu Unified),PS1 Pluralistic School ,1225-brdway-ps1-pluralistic-school--,1225-brdway-ps1-pluralistic-school--,,True,
3451,3451,,,,,,,,,2886,Roosevelt Elementary Santa Monica (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,801 Montana Ave.,Roosevelt Elementary Santa Monica (Santa Monica-Malibu Unified),Roosevelt Elementary Santa Monica ,801-montana-ave-roosevelt-elementary-santa-monica--,801-montana-ave-roosevelt-elementary-santa-monica--,,True,
3452,3452,,,,,,,,,2887,Saint Monica Catholic High School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1030 Lincoln Blvd.,Saint Monica Catholic High School (Santa Monica-Malibu Unified),Saint Monica Catholic High School ,1030-lincoln-blvd-saint-monica-catholic-high-school--,1030-lincoln-blvd-saint-monica-catholic-high-school--,,True,
3453,3453,,,,,,,,,2888,Santa Monica Alternative (K-8) (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2525 Fifth St.,Santa Monica Alternative (K-8) (Santa Monica-Malibu Unified),Santa Monica Alternative (K-8) ,2525-fifth-st-santa-monica-alternative-(k-8)--,2525-fifth-st-santa-monica-alternative-(k-8)--,,True,
3454,3454,,,,,,,,,2889,Santa Monica High (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,601 Pico Blvd.,Santa Monica High (Santa Monica-Malibu Unified),Santa Monica High ,601-pico-blvd-santa-monica-high--,601-pico-blvd-santa-monica-high--,,True,
3455,3455,,,,,,,,,2890,Skyblue Mesa Elementary (Saugus Union),Saugus Union,28040 Hardesty Ave.,Skyblue Mesa Elementary (Saugus Union),Skyblue Mesa Elementary ,28040-hardesty-ave-skyblue-mesa-elementary--,28040-hardesty-ave-skyblue-mesa-elementary--,,True,
3456,3456,,,,,,,,,2891,Tesoro del Valle Elementary (Saugus Union),Saugus Union,29171 North Bernardo Way,Tesoro del Valle Elementary (Saugus Union),Tesoro del Valle Elementary ,29171-north-bernardo-way-tesoro-del-valle-elementary--,29171-north-bernardo-way-tesoro-del-valle-elementary--,,True,
3457,3457,,,,,,,,,2892,West Creek Academy (Saugus Union),Saugus Union,28767 North West Hills Dr.,West Creek Academy (Saugus Union),West Creek Academy ,28767-north-west-hills-dr-west-creek-academy--,28767-north-west-hills-dr-west-creek-academy--,,True,
3458,3458,,,,,,,,,2893,North Park Elementary (Saugus Union),Saugus Union,23335 West Sunset Hills Dr.,North Park Elementary (Saugus Union),North Park Elementary ,23335-west-sunset-hills-dr-north-park-elementary--,23335-west-sunset-hills-dr-north-park-elementary--,,True,
3459,3459,,,,,,,,,2894,Plum Canyon Elementary (Saugus Union),Saugus Union,28360 North Alfred Way,Plum Canyon Elementary (Saugus Union),Plum Canyon Elementary ,28360-north-alfred-way-plum-canyon-elementary--,28360-north-alfred-way-plum-canyon-elementary--,,True,
3460,3460,,,,,,,,,2895,Rio Vista Elementary (Saugus Union),Saugus Union,20417 Cedarcreek St.,Rio Vista Elementary (Saugus Union),Rio Vista Elementary ,20417-cedarcreek-st-rio-vista-elementary--,20417-cedarcreek-st-rio-vista-elementary--,,True,
3461,3461,,,,,,,,,2896,Rosedell Elementary (Saugus Union),Saugus Union,27853 Urbandale Ave.,Rosedell Elementary (Saugus Union),Rosedell Elementary ,27853-urbandale-ave-rosedell-elementary--,27853-urbandale-ave-rosedell-elementary--,,True,
3462,3462,,,,,,,,,2897,Santa Clarita Elementary (Saugus Union),Saugus Union,27177 Seco Canyon Rd.,Santa Clarita Elementary (Saugus Union),Santa Clarita Elementary ,27177-seco-canyon-rd-santa-clarita-elementary--,27177-seco-canyon-rd-santa-clarita-elementary--,,True,
3463,3463,,,,,,,,,2898,Alpha-Kidz International (Saugus Union),Saugus Union,"20655 Soledad Canyon Rd., Ste.s 12",Alpha-Kidz International (Saugus Union),Alpha-Kidz International ,"20655-soledad-canyon-rd,-stes-12-alpha-kidz-international--","20655-soledad-canyon-rd,-stes-12-alpha-kidz-international--",,True,
3464,3464,,,,,,,,,2899,Bridgeport Elementary (Saugus Union),Saugus Union,23670 Newhall Ranch Rd.,Bridgeport Elementary (Saugus Union),Bridgeport Elementary ,23670-newhall-ranch-rd-bridgeport-elementary--,23670-newhall-ranch-rd-bridgeport-elementary--,,True,
3465,3465,,,,,,,,,2900,CAlkids Learning Academy (Saugus Union),Saugus Union,26370 Diamond Pl. Unit 503,CAlkids Learning Academy (Saugus Union),CAlkids Learning Academy ,26370-diamond-pl-unit-503-calkids-learning-academy--,26370-diamond-pl-unit-503-calkids-learning-academy--,,True,
3466,3466,,,,,,,,,2901,Cedarcreek Elementary (Saugus Union),Saugus Union,27792 Camp Plenty Rd.,Cedarcreek Elementary (Saugus Union),Cedarcreek Elementary ,27792-camp-plenty-rd-cedarcreek-elementary--,27792-camp-plenty-rd-cedarcreek-elementary--,,True,
3467,3467,,,,,,,,,2902,Charles Helmers Elementary (Saugus Union),Saugus Union,27300 North Grandview Dr.,Charles Helmers Elementary (Saugus Union),Charles Helmers Elementary ,27300-north-grandview-dr-charles-helmers-elementary--,27300-north-grandview-dr-charles-helmers-elementary--,,True,
3468,3468,,,,,,,,,2903,Emblem Academy (Saugus Union),Saugus Union,22635 Espuella Dr.,Emblem Academy (Saugus Union),Emblem Academy ,22635-espuella-dr-emblem-academy--,22635-espuella-dr-emblem-academy--,,True,
3469,3469,,,,,,,,,2904,Highlands Elementary (Saugus Union),Saugus Union,27332 Catala Ave.,Highlands Elementary (Saugus Union),Highlands Elementary ,27332-catala-ave-highlands-elementary--,27332-catala-ave-highlands-elementary--,,True,
3470,3470,,,,,,,,,2905,James Foster Elementary (Saugus Union),Saugus Union,22500 Pamplico Dr.,James Foster Elementary (Saugus Union),James Foster Elementary ,22500-pamplico-dr-james-foster-elementary--,22500-pamplico-dr-james-foster-elementary--,,True,
3471,3471,,,,,,,,,2906,Legacy Christian Academy (Saugus Union),Saugus Union,27680 Dickason Dr.,Legacy Christian Academy (Saugus Union),Legacy Christian Academy ,27680-dickason-dr-legacy-christian-academy--,27680-dickason-dr-legacy-christian-academy--,,True,
3472,3472,,,,,,,,,2907,Mountainview Elementary (Saugus Union),Saugus Union,22201 West Cypress Pl.,Mountainview Elementary (Saugus Union),Mountainview Elementary ,22201-west-cypress-pl-mountainview-elementary--,22201-west-cypress-pl-mountainview-elementary--,,True,
3473,3473,,,,,,,,,2908,Academia Avance Charter (SBE - Academia Avance Charter),SBE - Academia Avance Charter,115 North Avenue 53,Academia Avance Charter (SBE - Academia Avance Charter),Academia Avance Charter ,115-north-avenue-53-academia-avance-charter--,115-north-avenue-53-academia-avance-charter--,,True,
3474,3474,,,,,,,,,2909,Los Angeles College Prep Academy (SBE - Los Angeles College Prep Academy),SBE - Los Angeles College Prep Academy,625 Coleman Ave.,Los Angeles College Prep Academy (SBE - Los Angeles College Prep Academy),Los Angeles College Prep Academy ,625-coleman-ave-los-angeles-college-prep-academy--,625-coleman-ave-los-angeles-college-prep-academy--,,True,
3475,3475,,,,,,,,,2910,Arroyo Vista Elementary (South Pasadena Unified),South Pasadena Unified,335 El Centro St.,Arroyo Vista Elementary (South Pasadena Unified),Arroyo Vista Elementary ,335-el-centro-st-arroyo-vista-elementary--,335-el-centro-st-arroyo-vista-elementary--,,True,
3476,3476,,,,,,,,,2911,Holy Family Catholic School (South Pasadena Unified),South Pasadena Unified,1301 Rollin St.,Holy Family Catholic School (South Pasadena Unified),Holy Family Catholic School ,1301-rollin-st-holy-family-catholic-school--,1301-rollin-st-holy-family-catholic-school--,,True,
3477,3477,,,,,,,,,2912,"Institute for the Redesign of Learning, Almansor Academy (South Pasadena Unified)",South Pasadena Unified,1955 Fremont Ave.,"Institute for the Redesign of Learning, Almansor Academy (South Pasadena Unified)","Institute for the Redesign of Learning, Almansor Academy ","1955-fremont-ave-institute-for-the-redesign-of-learning,-almansor-academy--","1955-fremont-ave-institute-for-the-redesign-of-learning,-almansor-academy--",,True,
3478,3478,,,,,,,,,2913,Marengo Elementary (South Pasadena Unified),South Pasadena Unified,1400 Marengo Ave.,Marengo Elementary (South Pasadena Unified),Marengo Elementary ,1400-marengo-ave-marengo-elementary--,1400-marengo-ave-marengo-elementary--,,True,
3479,3479,,,,,,,,,2914,Monterey Hills Elementary (South Pasadena Unified),South Pasadena Unified,1624 Via del Rey,Monterey Hills Elementary (South Pasadena Unified),Monterey Hills Elementary ,1624-via-del-rey-monterey-hills-elementary--,1624-via-del-rey-monterey-hills-elementary--,,True,
3480,3480,,,,,,,,,2915,South Pasadena Middle (South Pasadena Unified),South Pasadena Unified,1500 Fair Oaks,South Pasadena Middle (South Pasadena Unified),South Pasadena Middle ,1500-fair-oaks-south-pasadena-middle--,1500-fair-oaks-south-pasadena-middle--,,True,
3481,3481,,,,,,,,,2916,South Pasadena Senior High (South Pasadena Unified),South Pasadena Unified,1401 Fremont Ave.,South Pasadena Senior High (South Pasadena Unified),South Pasadena Senior High ,1401-fremont-ave-south-pasadena-senior-high--,1401-fremont-ave-south-pasadena-senior-high--,,True,
3482,3482,,,,,,,,,2917,Loma Vista Elementary (South Whittier Elementary),South Whittier Elementary,13463 East Meyer Rd.,Loma Vista Elementary (South Whittier Elementary),Loma Vista Elementary ,13463-east-meyer-rd-loma-vista-elementary--,13463-east-meyer-rd-loma-vista-elementary--,,True,
3483,3483,,,,,,,,,2918,Los Altos Elementary (South Whittier Elementary),South Whittier Elementary,12001 Bona Vista Ln.,Los Altos Elementary (South Whittier Elementary),Los Altos Elementary ,12001-bona-vista-ln-los-altos-elementary--,12001-bona-vista-ln-los-altos-elementary--,,True,
3484,3484,,,,,,,,,2919,Monte Vista (South Whittier Elementary),South Whittier Elementary,12000 Loma Dr.,Monte Vista (South Whittier Elementary),Monte Vista ,12000-loma-dr-monte-vista--,12000-loma-dr-monte-vista--,,True,
3485,3485,,,,,,,,,2920,Richard L. Graves Middle (South Whittier Elementary),South Whittier Elementary,13243 East Los Nietos Rd.,Richard L. Graves Middle (South Whittier Elementary),Richard L. Graves Middle ,13243-east-los-nietos-rd-richard-l-graves-middle--,13243-east-los-nietos-rd-richard-l-graves-middle--,,True,
3486,3486,,,,,,,,,2921,Carmela Elementary (South Whittier Elementary),South Whittier Elementary,13300 Lakeland Rd.,Carmela Elementary (South Whittier Elementary),Carmela Elementary ,13300-lakeland-rd-carmela-elementary--,13300-lakeland-rd-carmela-elementary--,,True,
3487,3487,,,,,,,,,2922,Howard J. McKibben Elementary (South Whittier Elementary),South Whittier Elementary,10550 Mills Ave.,Howard J. McKibben Elementary (South Whittier Elementary),Howard J. McKibben Elementary ,10550-mills-ave-howard-j-mckibben-elementary--,10550-mills-ave-howard-j-mckibben-elementary--,,True,
3488,3488,,,,,,,,,2923,Lake Marie Elementary (South Whittier Elementary),South Whittier Elementary,10001 Carmenita Rd.,Lake Marie Elementary (South Whittier Elementary),Lake Marie Elementary ,10001-carmenita-rd-lake-marie-elementary--,10001-carmenita-rd-lake-marie-elementary--,,True,
3489,3489,,,,,,,,,2924,Southern California ROC (Southern California ROC),Southern California ROC,2300 Crenshaw Blvd.,Southern California ROC (Southern California ROC),Southern California ROC ,2300-crenshaw-blvd-southern-california-roc--,2300-crenshaw-blvd-southern-california-roc--,,True,
3490,3490,,,,,,,,,2925,STEM Preparatory Elementary (STEM Prep Schools District),STEM Prep Schools District,1374 West 35th St.,STEM Preparatory Elementary (STEM Prep Schools District),STEM Preparatory Elementary ,1374-west-35th-st-stem-preparatory-elementary--,1374-west-35th-st-stem-preparatory-elementary--,,True,
3491,3491,,,,,,,,,2926,Crown Preparatory Academy (STEM Prep Schools District),STEM Prep Schools District,2055 West 24th St.,Crown Preparatory Academy (STEM Prep Schools District),Crown Preparatory Academy ,2055-west-24th-st-crown-preparatory-academy--,2055-west-24th-st-crown-preparatory-academy--,,True,
3492,3492,,,,,,,,,2927,Math and Science College Prep (STEM Prep Schools District),STEM Prep Schools District,3202 W Adams Blvd.,Math and Science College Prep (STEM Prep Schools District),Math and Science College Prep ,3202-w-adams-blvd-math-and-science-college-prep--,3202-w-adams-blvd-math-and-science-college-prep--,,True,
3493,3493,,,,,,,,,2928,Canyon Springs Community Elementary (Sulphur Springs Union),Sulphur Springs Union,19059 Vicci St.,Canyon Springs Community Elementary (Sulphur Springs Union),Canyon Springs Community Elementary ,19059-vicci-st-canyon-springs-community-elementary--,19059-vicci-st-canyon-springs-community-elementary--,,True,
3494,3494,,,,,,,,,2929,Cornerstone Christian (Sulphur Springs Union),Sulphur Springs Union,17649 Scherzinger Ln.,Cornerstone Christian (Sulphur Springs Union),Cornerstone Christian ,17649-scherzinger-ln-cornerstone-christian--,17649-scherzinger-ln-cornerstone-christian--,,True,
3495,3495,,,,,,,,,2930,Fair Oaks Ranch Community (Sulphur Springs Union),Sulphur Springs Union,26933 North Silverbell Ln.,Fair Oaks Ranch Community (Sulphur Springs Union),Fair Oaks Ranch Community ,26933-north-silverbell-ln-fair-oaks-ranch-community--,26933-north-silverbell-ln-fair-oaks-ranch-community--,,True,
3496,3496,,,,,,,,,2931,Golden Oak Community (Sulphur Springs Union),Sulphur Springs Union,25201 Via Princessa,Golden Oak Community (Sulphur Springs Union),Golden Oak Community ,25201-via-princessa-golden-oak-community--,25201-via-princessa-golden-oak-community--,,True,
3497,3497,,,,,,,,,2932,Leona H. Cox Community Elementary (Sulphur Springs Union),Sulphur Springs Union,18643 Oakmoor,Leona H. Cox Community Elementary (Sulphur Springs Union),Leona H. Cox Community Elementary ,18643-oakmoor-leona-h-cox-community-elementary--,18643-oakmoor-leona-h-cox-community-elementary--,,True,
3498,3498,,,,,,,,,2933,Mint Canyon Community Elementary (Sulphur Springs Union),Sulphur Springs Union,16400 Sierra Hwy.,Mint Canyon Community Elementary (Sulphur Springs Union),Mint Canyon Community Elementary ,16400-sierra-hwy-mint-canyon-community-elementary--,16400-sierra-hwy-mint-canyon-community-elementary--,,True,
3499,3499,,,,,,,,,2934,Mitchell Community Elementary (Sulphur Springs Union),Sulphur Springs Union,16821 West Goodvale St.,Mitchell Community Elementary (Sulphur Springs Union),Mitchell Community Elementary ,16821-west-goodvale-st-mitchell-community-elementary--,16821-west-goodvale-st-mitchell-community-elementary--,,True,
3500,3500,,,,,,,,,2935,Pinetree Community Elementary (Sulphur Springs Union),Sulphur Springs Union,29156 Lotusgarden Dr.,Pinetree Community Elementary (Sulphur Springs Union),Pinetree Community Elementary ,29156-lotusgarden-dr-pinetree-community-elementary--,29156-lotusgarden-dr-pinetree-community-elementary--,,True,
